pivot_sample,confirmation_sample,elapsed_seconds,timestampUs,x,y,angle,incoming_pixels,outgoing_pixels,incoming_speed,outgoing_speed,rejected_by
1506,1507,27.515226,1789749932081291,90.06265258789062,121.36510467529297,4.36868737530407,11.305177913550423,12.149290432634238,671.4484714349601,664.2223187706652,"cooldown,angle"
1507,1508,27.533494,1789749932099582,85.98554229736328,132.8098602294922,2.954684280660193,12.149290432634238,13.05212799562158,664.2223187706652,1017.2338863394576,"cooldown,angle"
1516,1517,27.685792,1789749932251888,42.79832077026367,147.15701293945312,4.555647705951828,10.743386993437655,12.311727457785434,517.0061113300122,1046.7375835559797,"outside_board,angle"
1517,1518,27.697556,1789749932263650,36.65737533569336,136.48614501953125,0.3384875597200193,12.311727457785434,13.273379373081886,1046.7375835559797,739.7525148014204,"outside_board,angle"
1518,1519,27.715496,1789749932281593,30.104848861694336,124.94287872314453,0.729390362601742,13.273379373081886,13.19969893143259,739.7525148014204,832.473444212449,"outside_board,angle"
1519,1520,27.731376,1789749932297449,23.44309425354004,113.54756927490234,2.7214075198849446,13.19969893143259,12.170363090494915,832.473444212449,722.0624794123354,"outside_board,angle"
1520,1521,27.748222,1789749932314304,16.808908462524414,103.34436798095703,9.367150045256984,12.170363090494915,10.733568154009603,722.0624794123354,695.9004249228218,"outside_board,angle"
1521,1522,27.763649,1789749932329728,9.571331024169922,95.41802215576172,2.3116288902360047,10.733568154009603,8.917258614187473,695.9004249228218,503.1461160180259,"outside_board,angle"
1522,1523,27.781373,1789749932347451,3.8289787769317627,88.59578704833984,0.6079823741646757,8.917258614187473,6.775914903155289,503.1461160180259,369.3200470461269,"outside_board,angle"
1791,1792,32.264119,1789749936830234,114.22811889648438,8.197473526000977,9.560230459472823,15.50047978591296,15.70059867395817,899.6215778243158,888.1433801311331,"outside_board,angle"
1792,1793,32.281793,1789749936847912,126.72953033447266,17.69607925415039,3.4404994607383386,15.70059867395817,16.43670795447035,888.1433801311331,1069.749948224559,"outside_board,angle"
1793,1794,32.297195,1789749936863277,139.19671630859375,28.40750503540039,2.99264558506548,16.43670795447035,15.223238094027769,1069.749948224559,869.650847987876,"outside_board,angle"
1794,1795,32.314667,1789749936880782,150.20980834960938,38.917442321777344,5.08530948719416,15.223238094027769,16.77854993430018,869.650847987876,1014.4839430618647,"outside_board,angle"
1795,1796,32.331214,1789749936897321,161.27352905273438,51.53147506713867,2.899196399524537,16.77854993430018,14.770437822042105,1014.4839430618647,767.1360663780049,"outside_board,angle"
1796,1797,32.350454,1789749936916575,170.43899536132812,63.11422348022461,3.050972466284919,14.770437822042105,14.219618825045233,767.1360663780049,1074.8823663954367,angle
1797,1798,32.363672,1789749936929804,178.6566619873047,74.71885681152344,12.959047796209745,14.219618825045233,9.740602613924915,1074.8823663954367,546.3960629340279,angle
1798,1799,32.38154,1789749936947631,182.3598175048828,83.72807312011719,38.551237734673364,9.740602613924915,6.888236660012504,546.3960629340279,406.2658012393102,
1801,1802,32.43074,1789749936996853,170.0135498046875,102.20914459228516,3.3509398043631076,8.509174482663958,9.086706004884915,551.9703219164478,501.16959929871024,"cooldown,angle"
1802,1803,32.448861,1789749937014984,164.22727966308594,109.21537780761719,5.378918014202063,9.086706004884915,10.157629694406074,501.16959929871024,695.3946528654805,"cooldown,angle"
1803,1804,32.463465,1789749937029591,158.521728515625,117.61919403076172,5.451896715480653,10.157629694406074,12.48961013897242,695.3946528654805,790.2815830784878,"cooldown,angle"
1804,1805,32.479269,1789749937045395,152.51979064941406,128.5721435546875,5.565514353074605,12.48961013897242,13.113386073581646,790.2815830784878,555.6519522704087,"cooldown,angle"
1815,1816,32.66517,1789749937231294,92.08675384521484,137.82147216796875,1.4223143609850637,10.646975268116739,11.087629972160737,623.7609273019356,654.56225114592,angle
1816,1817,32.682128,1789749937248233,85.51507568359375,128.89126586914062,0.20286824131155196,11.087629972160737,12.045595790623768,654.56225114592,737.1394523360728,angle
1817,1818,32.698483,1789749937264574,78.41000366210938,119.16427612304688,4.08820034709819,12.045595790623768,11.762656017828583,737.1394523360728,746.1247077595042,angle
1818,1819,32.714235,1789749937280339,70.81230926513672,110.1845703125,5.933522843344141,11.762656017828583,10.71787618192261,746.1247077595042,604.8462856615469,angle
1819,1820,32.731943,1789749937298059,63.08072280883789,102.7619400024414,11.732736548858055,10.71787618192261,10.826726887809077,604.8462856615469,660.287057864797,angle
1820,1821,32.748339,1789749937314456,53.909095764160156,97.00874328613281,7.102867800899828,10.826726887809077,9.682872681392746,660.287057864797,577.8749511454253,"outside_board,angle"
1821,1822,32.765095,1789749937331212,45.1331787109375,92.91712951660156,12.869068461436122,9.682872681392746,8.94457708894514,577.8749511454253,618.1890309589563,"outside_board,angle"
1822,1823,32.779567,1789749937345681,36.38821792602539,91.03800201416016,8.561115898129824,8.94457708894514,8.652602560092678,618.1890309589563,457.9792812201703,"outside_board,angle"
1823,1824,32.79846,1789749937364574,27.752370834350586,90.49978637695312,10.368751312583226,8.652602560092678,8.731403131922281,457.9792812201703,654.675199214387,"outside_board,angle"
1824,1825,32.811782,1789749937377911,19.082433700561523,91.53399658203125,12.65641242646097,8.731403131922281,9.333249431995837,654.675199214387,507.655666684571,"outside_board,angle"
1825,1826,32.830179,1789749937396296,10.282293319702148,94.6431884765625,14.498940723610058,9.333249431995837,10.166760748290857,507.655666684571,572.9043586324161,"outside_board,angle"
2018,2019,36.049039,1789749940615177,48.4783935546875,87.22930908203125,12.251710899111567,17.57085838722522,21.995593027846493,1018.1283107674828,1336.87431032921,"outside_board,angle"
2019,2020,36.065485,1789749940631630,69.1940689086914,94.62301635742188,3.2492041228401973,21.995593027846493,17.647591011612548,1336.87431032921,981.6760867559965,angle
2020,2021,36.083475,1789749940649607,85.4518051147461,101.4876708984375,3.1694322571527023,17.647591011612548,15.846899590464309,981.6760867559965,1053.7903704258752,angle
2021,2022,36.098557,1789749940664645,99.6875228881836,108.4496078491211,3.5555869852796005,15.846899590464309,14.234136335325646,1053.7903704258752,825.9813343773949,angle
2022,2023,36.115767,1789749940681878,112.06201934814453,115.4839859008789,3.583398468235397,14.234136335325646,13.315973187330496,825.9813343773949,831.7284938994688,angle
2023,2024,36.131802,1789749940697888,123.20437622070312,122.77528381347656,7.974925974310774,13.315973187330496,10.147194014443532,831.7284938994688,650.6279824598315,angle
2024,2025,36.147352,1789749940713484,130.84222412109375,129.4557647705078,52.925580655616,10.147194014443532,5.559747682246768,650.6279824598315,299.700699813852,
2027,2028,36.199291,1789749940765414,119.91609191894531,146.60699462890625,3.6827087407489096,8.731663261479886,10.315105284176262,415.75389303303905,638.9040126464083,"cooldown,angle"
2039,2040,36.3963,1789749940962441,37.560707092285156,149.977294921875,1.0806513500245822,9.158020832911264,9.050223260225813,563.813386253233,504.58425848716627,"outside_board,angle"
2040,2041,36.414257,1789749940980377,29.546159744262695,145.77330017089844,7.629818274201142,9.050223260225813,9.015626725384662,504.58425848716627,531.0494625307571,"outside_board,angle"
2041,2042,36.431216,1789749940997354,21.076894760131836,142.6824951171875,13.11706081004728,9.015626725384662,9.493258931190933,531.0494625307571,533.2692355460586,"outside_board,angle"
2042,2043,36.449059,1789749941015156,11.653034210205078,141.53671264648438,0.5149873450696892,9.493258931190933,8.028926052516713,533.2692355460586,386.58221640506105,"outside_board,angle"
2205,2206,39.16317,1789749943729327,23.786087036132812,11.747180938720703,3.0425591708419057,15.387825278788355,16.00482262849068,1037.0552149068847,919.8173924419931,"outside_board,angle"
2206,2207,39.180572,1789749943746727,38.30839538574219,18.474506378173828,3.969096652010547,16.00482262849068,15.831567291914242,919.8173924419931,884.1981173925853,"outside_board,angle"
2207,2208,39.198484,1789749943764632,52.178428649902344,26.107376098632812,2.830798633699968,15.831567291914242,14.880878157191392,884.1981173925853,791.4518751830333,"outside_board,angle"
2208,2209,39.217281,1789749943783434,64.84532928466797,33.916996002197266,4.260487561274868,14.880878157191392,13.644288691727475,791.4518751830333,921.351117005029,"outside_board,angle"
